team,year,player_name,dob,batting_style,bowling_style,nationality
New Zealand,2021,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2021,Devon Conway,1991-07-08,Left-handed,Medium seam,New Zealander
New Zealand,2021,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2021,Tim Seifert,1994-12-14,Right-handed,,New Zealander
New Zealand,2021,Mark Chapman,1994-06-27,Left-handed,Slow left-arm orthodox,
New Zealand,2021,Daryl Mitchell,1983-11-25,Right-handed,Medium seam,English
New Zealand,2021,James Neesham,1990-09-17,Left-handed,Right-arm medium-fast,
New Zealand,2021,Glenn Phillips,1996-12-06,Right-handed,Right-arm off spin,
New Zealand,2021,Mitchell Santner,1992-02-05,Left-handed,Orthodox spin,New Zealander
New Zealand,2021,Todd Astle,1986-09-24,Right-handed,Leg spin,New Zealander
New Zealand,2021,Trent Boult,1989-07-22,Right-handed,Fast seam,New Zealander
New Zealand,2021,Kyle Jamieson,1994-12-30,Right-handed,Medium seam,New Zealander
New Zealand,2021,Adam Milne,1992-04-13,Right-handed,Fast seam,New Zealander
New Zealand,2021,Ish Sodhi,1992-10-31,Right-handed,Leg spin,New Zealander
New Zealand,2021,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
New Zealand,2022,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2022,Finn Allen,1999-04-22,Right-handed,Right-arm off spin,
New Zealand,2022,Devon Conway,1991-07-08,Left-handed,Medium seam,New Zealander
New Zealand,2022,Martin Guptill,1986-09-30,Right-handed,Off spin,New Zealander
New Zealand,2022,Michael Bracewell,1991-02-14,Left-handed,Right-arm off spin,
New Zealand,2022,Mark Chapman,1994-06-27,Left-handed,Slow left-arm orthodox,
New Zealand,2022,Daryl Mitchell,1983-11-25,Right-handed,Medium seam,English
New Zealand,2022,James Neesham,1990-09-17,Left-handed,Right-arm medium-fast,
New Zealand,2022,Glenn Phillips,1996-12-06,Right-handed,Right-arm off spin,
New Zealand,2022,Mitchell Santner,1992-02-05,Left-handed,Orthodox spin,New Zealander
New Zealand,2022,Trent Boult,1989-07-22,Right-handed,Fast seam,New Zealander
New Zealand,2022,Lockie Ferguson,1991-06-13,Right-handed,Fast seam,New Zealander
New Zealand,2022,Adam Milne,1992-04-13,Right-handed,Fast seam,New Zealander
New Zealand,2022,Ish Sodhi,1992-10-31,Right-handed,Leg spin,New Zealander
New Zealand,2022,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
New Zealand,2024,Kane Williamson,1990-08-08,Right-handed,Off spin,New Zealander
New Zealand,2024,Finn Allen,1999-04-22,Right-handed,Right-arm off spin,
New Zealand,2024,Devon Conway,1991-07-08,Left-handed,Medium seam,New Zealander
New Zealand,2024,Michael Bracewell,1991-02-14,Left-handed,Right-arm off spin,
New Zealand,2024,Mark Chapman,1994-06-27,Left-handed,Slow left-arm orthodox,
New Zealand,2024,Daryl Mitchell,1983-11-25,Right-handed,Medium seam,English
New Zealand,2024,James Neesham,1990-09-17,Left-handed,Right-arm medium-fast,
New Zealand,2024,Glenn Phillips,1996-12-06,Right-handed,Right-arm off spin,
New Zealand,2024,Rachin Ravindra,1999-11-18,Left-handed,Slow left-arm orthodox,
New Zealand,2024,Mitchell Santner,1992-02-05,Left-handed,Orthodox spin,New Zealander
New Zealand,2024,Trent Boult,1989-07-22,Right-handed,Fast seam,New Zealander
New Zealand,2024,Lockie Ferguson,1991-06-13,Right-handed,Fast seam,New Zealander
New Zealand,2024,Matt Henry,1991-12-14,Right-handed,Fast seam,New Zealander
New Zealand,2024,Ish Sodhi,1992-10-31,Right-handed,Leg spin,New Zealander
New Zealand,2024,Tim Southee,1988-12-11,Right-handed,Medium seam,New Zealander
Oman,2016,Sultan Ahmed,1977-06-18,Right-handed,,Omani
Oman,2016,Aamir Kaleem,1981-11-20,Left-handed,Orthodox spin,Omani
Oman,2016,Amir Ali,,,,
Oman,2016,Jatinder Singh,1989-03-05,Right-handed,Off spin,Omani
Oman,2016,Khawar Ali,1985-12-20,Right-handed,Leg spin,Omani
Oman,2016,Mehran Khan,1987-04-13,Right-handed,Right-arm medium-fast,
Oman,2016,Vaibhav Wategaonkar,,,,
Oman,2016,Zeeshan Maqsood,1987-10-24,Left-handed,Orthodox spin,Omani
Oman,2016,Zeeshan Siddiqui,,,,
Oman,2016,Ajay Lalcheta,1983-10-22,Left-handed,Orthodox spin,Omani
Oman,2016,Munis Ansari,,,,
Oman,2016,Bilal Khan,1987-04-10,Right-handed,,Pakistani
Oman,2016,Rajeshkumar Ranpura,,,,
Oman,2016,Sufyan Mehmood,1991-10-21,Left-handed,Right-arm medium,
Oman,2016,Adnan Ilyas,,,,
Oman,2021,Zeeshan Maqsood,1987-10-24,Left-handed,Orthodox spin,Omani
Oman,2021,Aqib Ilyas,1992-09-05,Right-handed,Off spin,Omani
Oman,2021,Jatinder Singh,1989-03-05,Right-handed,Off spin,Omani
Oman,2021,Khawar Ali,1985-12-20,Right-handed,Leg spin,Omani
Oman,2021,Naseem Khushi,1982-08-11,Right-handed,,Omani
Oman,2021,Kashyap Prajapati,1995-10-11,Right-handed,,
Oman,2021,Suraj Kumar,1988-11-29,Right-handed,,Omani
Oman,2021,Ayaan Khan,,Left-handed,,
Oman,2021,Mohammad Nadeem,1982-09-04,Right-handed,Medium seam,Omani
Oman,2021,Sandeep Goud,1991-11-08,Right-handed,Medium seam,Omani
Oman,2021,Bilal Khan,1987-04-10,Right-handed,,Pakistani
Oman,2021,Nestor Dhamba,,,,
Oman,2021,Fayyaz Butt,1993-08-17,Right-handed,Medium seam,Omani
Oman,2021,Kaleemullah,1990-12-24,Right-handed,Medium seam,Omani
Oman,2021,Sufyan Mehmood,1991-10-21,Left-handed,Right-arm medium,
Oman,2024,Aqib Ilyas,1992-09-05,Right-handed,Off spin,Omani
Oman,2024,Pratik Athavale,1997-04-20,Right-handed,Right-arm off break,
Oman,2024,Khalid Kail,1996-10-13,Right-handed,,
Oman,2024,Mehran Khan,1987-04-13,Right-handed,Right-arm medium-fast,
Oman,2024,Naseem Khushi,1982-08-11,Right-handed,,Omani
Oman,2024,Kashyap Prajapati,1995-10-11,Right-handed,,
Oman,2024,Shoaib Khan,,Right-handed,,
Oman,2024,Zeeshan Maqsood,1987-10-24,Left-handed,Orthodox spin,Omani
Oman,2024,Ayaan Khan,,Left-handed,,
Oman,2024,Mohammad Nadeem,1982-09-04,Right-handed,Medium seam,Omani
Oman,2024,Bilal Khan,1987-04-10,Right-handed,,Pakistani
Oman,2024,Fayyaz Butt,1993-08-17,Right-handed,Medium seam,Omani
Oman,2024,Kaleemullah,1990-12-24,Right-handed,Medium seam,Omani
Oman,2024,Rafiullah,1996-08-16,Right-handed,Right-arm medium,
Oman,2024,Shakeel Ahmed,1988-02-04,Left-handed,Slow left-arm orthodox,
Pakistan,2007,Fawad Alam,1985-10-08,Left-handed,,Pakistani
Pakistan,2007,Imran Nazir,1981-12-16,Right-handed,Right-arm leg break,Pakistani
Pakistan,2007,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2007,Misbah-ul-Haq,1974-05-28,Right-handed,Leg spin,Pakistani
Pakistan,2007,Salman Butt,,,,
Pakistan,2007,Younis Khan,1977-11-29,Right-handed,Medium seam,Pakistani
Pakistan,2007,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2007,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2007,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2007,Yasir Arafat,1982-03-12,Right-handed,Right-arm medium,
Pakistan,2007,Abdur Rehman,1980-03-01,Left-handed,Slow left-arm orthodox,Pakistani
Pakistan,2007,Iftikhar Anjum,1980-12-01,Right-handed,Right-arm medium,
Pakistan,2007,Mohammad Asif,2012-04-30,Right-handed,,
Pakistan,2007,Sohail Tanvir,1984-12-12,Right-handed,,Pakistani
Pakistan,2007,Umar Gul,1984-04-14,Right-handed,Fast seam,Pakistani
Pakistan,2009,Younis Khan,1977-11-29,Right-handed,Medium seam,Pakistani
Pakistan,2009,Ahmed Shehzad,1991-11-23,Right-handed,Right-arm off break,Pakistani
Pakistan,2009,Fawad Alam,1985-10-08,Left-handed,,Pakistani
Pakistan,2009,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2009,Misbah-ul-Haq,1974-05-28,Right-handed,Leg spin,Pakistani
Pakistan,2009,Salman Butt,,,,
Pakistan,2009,Shahzaib Hasan,,,,
Pakistan,2009,Abdul Razzaq,1979-12-02,Right-handed,Fast seam,Pakistani
Pakistan,2009,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2009,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2009,Iftikhar Anjum,1980-12-01,Right-handed,Right-arm medium,
Pakistan,2009,Mohammad Amir,1992-04-13,Left-handed,Fast seam,Pakistani
Pakistan,2009,Saeed Ajmal,1977-10-14,Right-handed,Off spin,Pakistani
Pakistan,2009,Sohail Tanvir,1984-12-12,Right-handed,,Pakistani
Pakistan,2009,Umar Gul,1984-04-14,Right-handed,Fast seam,Pakistani
Pakistan,2010,Fawad Alam,1985-10-08,Left-handed,,Pakistani
Pakistan,2010,Hammad Azam,1991-03-16,Right-handed,,Pakistani
Pakistan,2010,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2010,Khalid Latif,,,,
Pakistan,2010,Misbah-ul-Haq,1974-05-28,Right-handed,Leg spin,Pakistani
Pakistan,2010,Salman Butt,,,,
Pakistan,2010,Umar Akmal,1990-05-26,Right-handed,Off spin,Pakistani
Pakistan,2010,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2010,Abdul Razzaq,1979-12-02,Right-handed,Fast seam,Pakistani
Pakistan,2010,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2010,Abdur Rehman,1980-03-01,Left-handed,Slow left-arm orthodox,Pakistani
Pakistan,2010,Mohammad Amir,1992-04-13,Left-handed,Fast seam,Pakistani
Pakistan,2010,Mohammad Asif,2012-04-30,Right-handed,,
Pakistan,2010,Mohammad Sami,1981-02-24,Right-handed,Right-arm fast,Pakistani
Pakistan,2010,Saeed Ajmal,1977-10-14,Right-handed,Off spin,Pakistani
Pakistan,2012,Asad Shafiq,1986-01-28,Right-handed,Off spin,Pakistani
Pakistan,2012,Imran Nazir,1981-12-16,Right-handed,Right-arm leg break,Pakistani
Pakistan,2012,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2012,Nasir Jamshed,1989-12-06,Left-handed,,Pakistani
Pakistan,2012,Umar Akmal,1990-05-26,Right-handed,Off spin,Pakistani
Pakistan,2012,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2012,Abdul Razzaq,1979-12-02,Right-handed,Fast seam,Pakistani
Pakistan,2012,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2012,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2012,Yasir Arafat,1982-03-12,Right-handed,Right-arm medium,
Pakistan,2012,Mohammad Sami,1981-02-24,Right-handed,Right-arm fast,Pakistani
Pakistan,2012,Raza Hasan,1974-12-19,Right-handed,,Pakistani
Pakistan,2012,Saeed Ajmal,1977-10-14,Right-handed,Off spin,Pakistani
Pakistan,2012,Sohail Tanvir,1984-12-12,Right-handed,,Pakistani
Pakistan,2012,Umar Gul,1984-04-14,Right-handed,Fast seam,Pakistani
Pakistan,2014,Ahmed Shehzad,1991-11-23,Right-handed,Right-arm off break,Pakistani
Pakistan,2014,Kamran Akmal,1982-01-13,Right-handed,Wicket-keeper,Pakistani
Pakistan,2014,Sharjeel Khan,1989-08-14,Left-handed,,Pakistani
Pakistan,2014,Sohaib Maqsood,1987-04-15,Right-handed,Right-arm off break,Pakistani
Pakistan,2014,Umar Akmal,1990-05-26,Right-handed,Off spin,Pakistani
Pakistan,2014,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2014,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2014,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2014,Bilawal Bhatti,1991-09-17,Right-handed,,Pakistani
Pakistan,2014,Junaid Khan,1989-12-24,Right-handed,Fast seam,Pakistani
Pakistan,2014,Mohammad Talha,1988-10-15,Right-handed,,Pakistani
Pakistan,2014,Saeed Ajmal,1977-10-14,Right-handed,Off spin,Pakistani
Pakistan,2014,Sohail Tanvir,1984-12-12,Right-handed,,Pakistani
Pakistan,2014,Umar Gul,1984-04-14,Right-handed,Fast seam,Pakistani
Pakistan,2014,Zulfiqar Babar,1978-12-10,Right-handed,,Pakistani
Pakistan,2016,Ahmed Shehzad,1991-11-23,Right-handed,Right-arm off break,Pakistani
Pakistan,2016,Khalid Latif,,,,
Pakistan,2016,Sarfaraz Ahmed,1987-05-22,Right-handed,Off spin,Pakistani
Pakistan,2016,Sharjeel Khan,1989-08-14,Left-handed,,Pakistani
Pakistan,2016,Umar Akmal,1990-05-26,Right-handed,Off spin,Pakistani
Pakistan,2016,Shahid Afridi,1980-03-01,Right-handed,Leg spin,Pakistani
Pakistan,2016,Imad Wasim,1988-12-18,Left-handed,Orthodox spin,Pakistani
Pakistan,2016,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2016,Mohammad Nawaz,1994-03-21,Left-handed,Orthodox spin,Pakistani
Pakistan,2016,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2016,Anwar Ali,1987-11-25,Right-handed,,Pakistani
Pakistan,2016,Mohammad Amir,1992-04-13,Left-handed,Fast seam,Pakistani
Pakistan,2016,Mohammad Irfan,1982-06-06,Right-handed,Left-arm fast-medium,Pakistani
Pakistan,2016,Mohammad Sami,1981-02-24,Right-handed,Right-arm fast,Pakistani
Pakistan,2016,Wahab Riaz,1985-06-28,Right-handed,Fast seam,Pakistani
Pakistan,2021,Babar Azam,1994-10-15,Right-handed,Off spin,Pakistani
Pakistan,2021,Asif Ali,1991-10-01,Right-handed,Medium seam,Pakistani
Pakistan,2021,Fakhar Zaman,1990-04-10,Left-handed,Orthodox spin,Pakistani
Pakistan,2021,Haider Ali,2000-10-02,Right-handed,Medium seam,Pakistani
Pakistan,2021,Mohammad Rizwan,1992-06-01,Right-handed,Right-arm medium,Pakistani
Pakistan,2021,Sarfaraz Ahmed,1987-05-22,Right-handed,Off spin,Pakistani
Pakistan,2021,Shadab Khan,1998-10-04,Right-handed,Leg spin,Pakistani
Pakistan,2021,Imad Wasim,1988-12-18,Left-handed,Orthodox spin,Pakistani
Pakistan,2021,Mohammad Hafeez,1980-10-17,Right-handed,Off spin,Pakistani
Pakistan,2021,Mohammad Nawaz,1994-03-21,Left-handed,Orthodox spin,Pakistani
Pakistan,2021,Mohammad Wasim,2001-08-25,Right-handed,Medium seam,PK
Pakistan,2021,Shoaib Malik,1982-02-01,Right-handed,Off spin,Pakistani
Pakistan,2021,Haris Rauf,1993-11-07,Right-handed,Fast seam,Pakistani
Pakistan,2021,Hasan Ali,1994-07-02,Right-handed,Medium seam,Pakistani
Pakistan,2021,Shaheen Shah Afridi,,,,
Pakistan,2022,Babar Azam,1994-10-15,Right-handed,Off spin,Pakistani
Pakistan,2022,Asif Ali,1991-10-01,Right-handed,Medium seam,Pakistani
Pakistan,2022,Haider Ali,2000-10-02,Right-handed,Medium seam,Pakistani
Pakistan,2022,Iftikhar Ahmed,1990-09-03,Right-handed,Off spin,Pakistani
Pakistan,2022,Khushdil Shah,1995-02-07,Left-handed,,Pakistani
Pakistan,2022,Mohammad Haris,,,,
Pakistan,2022,Mohammad Rizwan,1992-06-01,Right-handed,Right-arm medium,Pakistani
Pakistan,2022,Shan Masood,1989-10-14,Left-handed,Medium seam,Pakistani
Pakistan,2022,Mohammad Nawaz,1994-03-21,Left-handed,Orthodox spin,Pakistani
Pakistan,2022,Mohammad Wasim,2001-08-25,Right-handed,Medium seam,PK
Pakistan,2022,Shadab Khan,1998-10-04,Right-handed,Leg spin,Pakistani
Pakistan,2022,Haris Rauf,1993-11-07,Right-handed,Fast seam,Pakistani
Pakistan,2022,Mohammad Hasnain,2000-04-05,Right-handed,Fast seam,Pakistani
Pakistan,2022,Naseem Shah,2003-02-15,Right-handed,Right-arm fast,
Pakistan,2022,Shaheen Shah Afridi,,,,
Pakistan,2024,Babar Azam,1994-10-15,Right-handed,Off spin,Pakistani
Pakistan,2024,Azam Khan,1998-08-10,Right-handed,,
Pakistan,2024,Fakhar Zaman,1990-04-10,Left-handed,Orthodox spin,Pakistani
Pakistan,2024,Iftikhar Ahmed,1990-09-03,Right-handed,Off spin,Pakistani
Pakistan,2024,Mohammad Rizwan,1992-06-01,Right-handed,Right-arm medium,Pakistani
Pakistan,2024,Saim Ayub,2002-05-24,Left-handed,Right-arm off break,
Pakistan,2024,Usman Khan,1995-05-10,Right-handed,Right-arm off break,
Pakistan,2024,Imad Wasim,1988-12-18,Left-handed,Orthodox spin,Pakistani
Pakistan,2024,Shadab Khan,1998-10-04,Right-handed,Leg spin,Pakistani
Pakistan,2024,Abbas Afridi,2001-05-04,Right-handed,Right-arm medium-fast,
Pakistan,2024,Abrar Ahmed,1998-09-11,Right-handed,Right-arm leg break,
Pakistan,2024,Haris Rauf,1993-11-07,Right-handed,Fast seam,Pakistani
Pakistan,2024,Mohammad Amir,1992-04-13,Left-handed,Fast seam,Pakistani
Pakistan,2024,Naseem Shah,2003-02-15,Right-handed,Right-arm fast,
Pakistan,2024,Shaheen Shah Afridi,,,,
Papua New Guinea,2021,Assad Vala,1987-08-05,Left-handed,Off spin,Papuan
Papua New Guinea,2021,Simon Atai,1999-09-19,Left-handed,,PG
Papua New Guinea,2021,Sese Bau,1992-06-23,Left-handed,Medium seam,Papuan
Papua New Guinea,2021,Kiplin Doriga,1995-10-18,Right-handed,,Papuan
Papua New Guinea,2021,Hiri Hiri,1995-05-01,Right-handed,,PG
Papua New Guinea,2021,Lega Siaka,1992-12-21,Right-handed,Fast seam,Papuan
Papua New Guinea,2021,Tony Ura,1989-10-15,Right-handed,,Papuan
Papua New Guinea,2021,Charles Amini,1992-04-14,Left-handed,Leg spin,Papuan
Papua New Guinea,2021,Jason Kila,1990-01-15,Left-handed,Orthodox spin,Papuan
Papua New Guinea,2021,Gaudi Toka,1994-06-17,Left-handed,Medium seam,Papuan
Papua New Guinea,2021,Kabua Morea,1993-09-30,Right-handed,Medium seam,PG
Papua New Guinea,2021,Nosaina Pokana,1996-04-12,Right-handed,Fast seam,Papuan
Papua New Guinea,2021,Damien Ravu,1994-05-03,Right-handed,Medium seam,Papuan
Papua New Guinea,2021,Chad Soper,1991-11-19,Right-handed,Medium seam,Papuan
Papua New Guinea,2021,Norman Vanua,1993-12-02,Right-handed,Medium seam,Papuan
Papua New Guinea,2024,Assad Vala,1987-08-05,Left-handed,Off spin,Papuan
Papua New Guinea,2024,Sese Bau,1992-06-23,Left-handed,Medium seam,Papuan
Papua New Guinea,2024,Kiplin Doriga,1995-10-18,Right-handed,,Papuan
Papua New Guinea,2024,Hiri Hiri,1995-05-01,Right-handed,,PG
Papua New Guinea,2024,Lega Siaka,1992-12-21,Right-handed,Fast seam,Papuan
Papua New Guinea,2024,Tony Ura,1989-10-15,Right-handed,,Papuan
Papua New Guinea,2024,Hila Vare,2001-08-10,Left-handed,,
Papua New Guinea,2024,Charles Amini,1992-04-14,Left-handed,Leg spin,Papuan
Papua New Guinea,2024,Jack Gardner,2000-12-23,Right-handed,Right-arm medium,
Papua New Guinea,2024,Semo Kamea,2001-08-21,Left-handed,Left-arm fast,
Papua New Guinea,2024,John Kariko,2004-01-16,Left-handed,Slow left-arm orthodox,
Papua New Guinea,2024,Kabua Morea,1993-09-30,Right-handed,Medium seam,PG
Papua New Guinea,2024,Alei Nao,1993-12-09,Right-handed,Medium seam,Papuan
Papua New Guinea,2024,Chad Soper,1991-11-19,Right-handed,Medium seam,Papuan
Papua New Guinea,2024,Norman Vanua,1993-12-02,Right-handed,Medium seam,Papuan
Scotland,2007,Ryan Watson,1976-11-12,Right-handed,Right-arm medium-fast,Zimbabwean
Scotland,2007,Gavin Hamilton,1974-09-16,Right-handed,Right-arm medium-fast,Scottish
Scotland,2007,Gregor Maiden,,,,
Scotland,2007,Neil McCallum,1977-11-22,Right-handed,,Scottish
Scotland,2007,Navdeep Poonia,1986-05-11,Right-handed,Right-arm medium-fast,Scottish
Scotland,2007,Qasim Sheikh,,,,
Scotland,2007,Colin Smith,1972-09-27,Right-handed,Wicket-keeper,Scottish
Scotland,2007,Fraser Watts,1979-06-05,Right-handed,,English
Scotland,2007,John Blain,1979-01-04,Right-handed,Right-arm fast-medium,Scottish
Scotland,2007,Dougie Brown,1969-10-29,Right-handed,Right-arm fast-medium,Scottish
Scotland,2007,Gordon Drummond,,,,
Scotland,2007,Majid Haq,1983-02-11,Left-handed,Right-arm off break,Scottish
Scotland,2007,Dewald Nel,1980-06-06,Right-handed,Right-arm medium-fast,Scottish
Scotland,2007,Craig Wright,1974-04-28,Right-handed,Right-arm medium,Scottish
Scotland,2007,Ross Lyons,1984-12-08,Left-handed,Slow left-arm orthodox,
Scotland,2009,Gavin Hamilton,1974-09-16,Right-handed,Right-arm medium-fast,Scottish
Scotland,2009,Richie Berrington,1987-04-03,Right-handed,Right-arm medium,SCO
Scotland,2009,Kyle Coetzer,1984-04-14,Right-handed,Medium seam,Scottish
Scotland,2009,Calum MacLeod,1988-11-15,Right-handed,Medium seam,Scottish
Scotland,2009,Neil McCallum,1977-11-22,Right-handed,,Scottish
Scotland,2009,Navdeep Poonia,1986-05-11,Right-handed,Right-arm medium-fast,Scottish
Scotland,2009,Colin Smith,1972-09-27,Right-handed,Wicket-keeper,Scottish
Scotland,2009,Ryan Watson,1976-11-12,Right-handed,Right-arm medium-fast,Zimbabwean
Scotland,2009,Fraser Watts,1979-06-05,Right-handed,,English
Scotland,2009,Gordon Drummond,,,,
Scotland,2009,Majid Haq,1983-02-11,Left-handed,Right-arm off break,Scottish
Scotland,2009,Dewald Nel,1980-06-06,Right-handed,Right-arm medium-fast,Scottish
Scotland,2009,Glenn Rogers,1977-04-12,Right-handed,Slow left-arm orthodox,Australian
Scotland,2009,Jan Stander,,,,
Scotland,2009,Craig Wright,1974-04-28,Right-handed,Right-arm medium,Scottish
Scotland,2016,Preston Mommsen,1987-10-14,Right-handed,Right-arm off break,Scottish
Scotland,2016,Kyle Coetzer,1984-04-14,Right-handed,Medium seam,Scottish
Scotland,2016,Richie Berrington,1987-04-03,Right-handed,Right-arm medium,SCO
Scotland,2016,Matthew Cross,1992-10-15,Right-handed,Wicket-keeper,SCO
Scotland,2016,Matt Machan,1991-02-15,Left-handed,Right-arm off break,Scottish
Scotland,2016,Calum MacLeod,1988-11-15,Right-handed,Medium seam,Scottish
Scotland,2016,George Munsey,1993-02-21,Left-handed,Medium seam,Scottish
Scotland,2016,Con de Lange,1981-02-11,Right-handed,,Scottish
Scotland,2016,Michael Leask,1990-10-29,Right-handed,Off spin,Scottish
Scotland,2016,Rob Taylor,1989-12-21,Left-handed,Right-arm medium,Scottish
Scotland,2016,Josh Davey,1990-08-03,Right-handed,Medium seam,Scottish
Scotland,2016,Alasdair Evans,1989-01-12,Right-handed,Medium seam,Scottish
Scotland,2016,Gavin Main,1995-02-28,Right-handed,Fast seam,Scottish
Scotland,2016,Safyaan Sharif,1991-05-24,Right-handed,Medium seam,Scottish
Scotland,2016,Mark Watt,1996-07-29,Left-handed,Orthodox spin,Scottish
Scotland,2021,Kyle Coetzer,1984-04-14,Right-handed,Medium seam,Scottish
Scotland,2021,Richie Berrington,1987-04-03,Right-handed,Right-arm medium,SCO
Scotland,2021,Matthew Cross,1992-10-15,Right-handed,Wicket-keeper,SCO
Scotland,2021,Michael Jones,1998-01-05,Right-handed,Off spin,Scottish
Scotland,2021,Calum MacLeod,1988-11-15,Right-handed,Medium seam,Scottish
Scotland,2021,George Munsey,1993-02-21,Left-handed,Medium seam,Scottish
Scotland,2021,Craig Wallace,1990-06-27,Right-handed,,Scottish
Scotland,2021,Dylan Budge,1995-09-11,Right-handed,Medium seam,Scottish
Scotland,2021,Michael Leask,1990-10-29,Right-handed,Off spin,Scottish
Scotland,2021,Alasdair Evans,1989-01-12,Right-handed,Medium seam,Scottish
Scotland,2021,Chris Greaves,1990-10-12,Right-handed,Right-arm leg break,
Scotland,2021,Hamza Tahir,1995-11-09,Right-handed,Orthodox spin,Scottish
Scotland,2021,Safyaan Sharif,1991-05-24,Right-handed,Medium seam,Scottish
Scotland,2021,Mark Watt,1996-07-29,Left-handed,Orthodox spin,Scottish
Scotland,2021,Brad Wheal,1996-08-28,Right-handed,Fast seam,Scottish
Scotland,2022,Richie Berrington,1987-04-03,Right-handed,Right-arm medium,SCO
Scotland,2022,Matthew Cross,1992-10-15,Right-handed,Wicket-keeper,SCO
Scotland,2022,Michael Jones,1998-01-05,Right-handed,Off spin,Scottish
Scotland,2022,Calum MacLeod,1988-11-15,Right-handed,Medium seam,Scottish
Scotland,2022,George Munsey,1993-02-21,Left-handed,Medium seam,Scottish
Scotland,2022,Craig Wallace,1990-06-27,Right-handed,,Scottish
Scotland,2022,Michael Leask,1990-10-29,Right-handed,Off spin,Scottish
Scotland,2022,Brandon McMullen,1999-10-18,Right-handed,Right-arm fast-medium,
Scotland,2022,Josh Davey,1990-08-03,Right-handed,Medium seam,Scottish
Scotland,2022,Chris Greaves,1990-10-12,Right-handed,Right-arm leg break,
Scotland,2022,Hamza Tahir,1995-11-09,Right-handed,Orthodox spin,Scottish
Scotland,2022,Safyaan Sharif,1991-05-24,Right-handed,Medium seam,Scottish
Scotland,2022,Chris Sole,1994-02-27,Right-handed,,Scottish
Scotland,2022,Mark Watt,1996-07-29,Left-handed,Orthodox spin,Scottish
Scotland,2022,Brad Wheal,1996-08-28,Right-handed,Fast seam,Scottish
Scotland,2024,Richie Berrington,1987-04-03,Right-handed,Right-arm medium,SCO
Scotland,2024,Matthew Cross,1992-10-15,Right-handed,Wicket-keeper,SCO
Scotland,2024,Ollie Hairs,,,,
Scotland,2024,Michael Jones,1998-01-05,Right-handed,Off spin,Scottish
Scotland,2024,George Munsey,1993-02-21,Left-handed,Medium seam,Scottish
Scotland,2024,Charlie Tear,2004-06-12,Right-handed,,
Scotland,2024,Michael Leask,1990-10-29,Right-handed,Off spin,Scottish
Scotland,2024,Brandon McMullen,1999-10-18,Right-handed,Right-arm fast-medium,
Scotland,2024,Brad Currie,1998-11-08,Right-handed,Left-arm medium-fast,
Scotland,2024,Chris Greaves,1990-10-12,Right-handed,Right-arm leg break,
Scotland,2024,Jack Jarvis,2003-05-29,Right-handed,Right-arm medium-fast,
Scotland,2024,Safyaan Sharif,1991-05-24,Right-handed,Medium seam,Scottish
Scotland,2024,Chris Sole,1994-02-27,Right-handed,,Scottish
Scotland,2024,Mark Watt,1996-07-29,Left-handed,Orthodox spin,Scottish
Scotland,2024,Brad Wheal,1996-08-28,Right-handed,Fast seam,Scottish
South Africa,2007,Graeme Smith,1981-02-01,Left-handed,Off spin,South African
South Africa,2007,Gulam Bodi,,,,
South Africa,2007,Mark Boucher,1976-12-03,Right-handed,Medium seam,South African
South Africa,2007,AB de Villiers,1984-02-17,Right-handed,Medium seam,South African
South Africa,2007,Herschelle Gibbs,1974-02-23,Right-handed,Leg spin,South African
South Africa,2007,Jean-Paul Duminy,,,,
