team,year,player_name,dob,batting_style,bowling_style,nationality
West Indies,2009,Kevin McClean,,,,
West Indies,2013,Denesh Ramdin,1985-03-13,Right-handed,Wicket-keeper,West Indian
West Indies,2013,Darren Bravo,1989-02-06,Left-handed,Medium seam,West Indian
West Indies,2013,Johnson Charles,1989-01-14,Right-handed,Left-arm orthodox,West Indian
West Indies,2013,Marlon Samuels,1981-02-05,Right-handed,Off spin,West Indian
West Indies,2013,Ramnaresh Sarwan,1980-06-23,Right-handed,Leg spin,West Indian
West Indies,2013,Devon Smith,1981-10-21,Left-handed,Right-arm off break,West Indian
West Indies,2013,Dwayne Bravo,1983-10-07,Right-handed,Medium seam,West Indian
West Indies,2013,Chris Gayle,1979-09-21,Left-handed,Off spin,West Indian
West Indies,2013,Jason Holder,1991-11-05,Right-handed,Medium seam,West Indian
West Indies,2013,Sunil Narine,1988-05-26,Left-handed,Off spin,West Indian
West Indies,2013,Kieron Pollard,1987-05-12,Right-handed,Medium seam,West Indian
West Indies,2013,Daren Sammy,1983-12-20,Right-handed,,West Indian
West Indies,2013,Tino Best,1981-08-26,Right-handed,,West Indian
West Indies,2013,Ravi Rampaul,1984-10-15,Right-handed,Fast seam,West Indian
West Indies,2013,Kemar Roach,1988-06-30,Right-handed,Fast seam,West Indian
Zimbabwe,1998,Alistair Campbell,1972-09-23,Left-handed,Off spin,Zimbabwean
Zimbabwe,1998,Grant Flower,1970-12-20,Right-handed,Orthodox spin,Zimbabwean
Zimbabwe,1998,Neil Johnson,1970-01-24,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,1998,Murray Goodwin,1972-12-11,Right-handed,Right-arm leg break,Zimbabwean
Zimbabwe,1998,Andy Flower,1968-04-28,Left-handed,Off spin,Zimbabwean
Zimbabwe,1998,Craig Evans,1969-11-29,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,1998,Craig Wishart,1974-01-09,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,1998,Heath Streak,1974-03-16,Right-handed,Fast seam,Zimbabwean
Zimbabwe,1998,Paul Strang,1970-07-28,Right-handed,,Zimbabwean
Zimbabwe,1998,Andy Whittall,1973-03-28,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,1998,Henry Olonga,1976-07-03,Right-handed,Right-arm fast,Zambian
Zimbabwe,2000,Alistair Campbell,1972-09-23,Left-handed,Off spin,Zimbabwean
Zimbabwe,2000,Andy Flower,1968-04-28,Left-handed,Off spin,Zimbabwean
Zimbabwe,2000,Gavin Rennie,,,,
Zimbabwe,2000,Mark Vermeulen,1979-03-02,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2000,Craig Wishart,1974-01-09,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2000,Heath Streak,1974-03-16,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2000,Grant Flower,1970-12-20,Right-handed,Orthodox spin,Zimbabwean
Zimbabwe,2000,Dirk Viljoen,1977-03-11,Right-handed,Slow left-arm orthodox,Zimbabwean
Zimbabwe,2000,Guy Whittall,1972-09-05,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2000,Pommie Mbangwa,1976-06-26,Right-handed,Right-arm fast-medium,
Zimbabwe,2000,Mluleki Nkala,,,,
Zimbabwe,2000,Henry Olonga,1976-07-03,Right-handed,Right-arm fast,Zambian
Zimbabwe,2000,Paul Strang,1970-07-28,Right-handed,,Zimbabwean
Zimbabwe,2002,Alistair Campbell,1972-09-23,Left-handed,Off spin,Zimbabwean
Zimbabwe,2002,Dion Ebrahim,1980-08-07,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2002,Andy Flower,1968-04-28,Left-handed,Off spin,Zimbabwean
Zimbabwe,2002,Grant Flower,1970-12-20,Right-handed,Orthodox spin,Zimbabwean
Zimbabwe,2002,Stuart Carlisle,1972-05-10,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2002,Guy Whittall,1972-09-05,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2002,Dougie Marillier,1978-04-24,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2002,Sean Ervine,1982-12-06,Left-handed,Right-arm medium,Zimbabwean
Zimbabwe,2002,Heath Streak,1974-03-16,Right-handed,Fast seam,Zimbabwean
Zimbabwe,2002,Douglas Hondo,1979-07-07,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2002,Pommie Mbangwa,1976-06-26,Right-handed,Right-arm fast-medium,
Zimbabwe,2002,Ray Price,1976-06-12,Right-handed,Slow left-arm orthodox,Zimbabwean
Zimbabwe,2004,Stuart Matsikenyeri,1983-05-03,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2004,Brendan Taylor,1986-02-06,Right-handed,Off spin,Zimbabwean
Zimbabwe,2004,Vusi Sibanda,1983-10-10,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2004,Dion Ebrahim,1980-08-07,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2004,Mark Vermeulen,1979-03-02,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2004,Tatenda Taibu,1983-05-14,Right-handed,Wicket-keeper,Zimbabwean
Zimbabwe,2004,Elton Chigumbura,1986-03-14,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2004,Tinashe Panyangara,1985-10-21,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2004,Prosper Utseya,1985-03-26,Right-handed,Off spin,Zimbabwean
Zimbabwe,2004,Douglas Hondo,1979-07-07,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2004,Ed Rainsford,1984-12-14,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2006,Tafadzwa Mufambisi,,,,
Zimbabwe,2006,Chamu Chibhabha,1986-09-06,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2006,Hamilton Masakadza,1983-08-09,Right-handed,Medium seam,Zimbabwean
Zimbabwe,2006,Tawanda Mupariwa,1985-04-16,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2006,Brendan Taylor,1986-02-06,Right-handed,Off spin,Zimbabwean
Zimbabwe,2006,Stuart Matsikenyeri,1983-05-03,Right-handed,Right-arm off break,Zimbabwean
Zimbabwe,2006,Elton Chigumbura,1986-03-14,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2006,Piet Rinke,,,,
Zimbabwe,2006,Prosper Utseya,1985-03-26,Right-handed,Off spin,Zimbabwean
Zimbabwe,2006,Anthony Ireland,1984-08-30,Right-handed,Right-arm medium,Zimbabwean
Zimbabwe,2006,Ed Rainsford,1984-12-14,Right-handed,Right-arm fast-medium,Zimbabwean
Zimbabwe,2006,Tafadzwa Kamungozi,1987-06-08,Right-handed,,Zimbabwean
